name,model_predict,avg_prob,index
歐吉斯健康事業股,醫療保健/美容,0.3124342,676129
歐品香廚餐坊e,餐飲,0.82268935,650354
歐多百,交通汽修,0.79542375,661366
歐嬤德式美食 內湖店,餐飲,0.8201251,669699
歐尼斯早午餐/手搖飲,餐飲,0.82206464,680427
歐巴飯捲,餐飲,0.3443017,655515
歐庭烘焙工作室,餐飲,0.7358074,650466
歐廚到你家,餐飲,0.8274704,691785
歐拉廚房,餐飲,0.8209625,687307
歐拉早餐 羅東店,餐飲,0.8269896,690517
歐格琪莉,其他,0.58640665,658813
歐殿關東,加油,0.5971931,695576
歐特儀文中小平面停車場,交通汽修,0.8153101,663847
歐特耐修車館,交通汽修,0.8001644,694338
歐耶 平價義大利麵專賣,餐飲,0.8234918,651204
歐耶餐車,餐飲,0.80696034,667153
歐買尬日式海鮮,超商超市量販,0.5045004,666956
歐都納股份有限公司板橋,一般購物,0.49510315,677069
歐陽工作室,加油,0.6959658,663897
歐陽霆,生活繳費,0.5789831,660420
歐霸手作飯卷,餐飲,0.81612414,687368
歐霸韓式料理,餐飲,0.64776736,693549
歐麥烘焙 樂食,餐飲,0.8271205,689834
歡喜心集蔬食餐坊,餐飲,0.8207048,652783
歡囍牛肉專賣店,餐飲,0.79671746,648326
歡聚烤霸正宗川,餐飲,0.8284471,694189
"歡迎光臨,溫家!_cyber",餐飲,0.648298,692638
止水知能文化有限,其他,0.75947917,675426
正 滬燒臘點心世界 湯城店,餐飲,0.82308507,686781
正一食堂,餐飲,0.82389253,664914
正元祖當歸鴨,餐飲,0.8076183,649204
正全生活實業社 酸回家,餐飲,0.7998908,661316
正品眼鏡,一般購物,0.62924254,671250
正大 大王 政大店,餐飲,0.7159249,697578
正好停(峨眉立體停車場,交通汽修,0.82515883,686398
正好吃松鹽酥雞 (仁武中正店,餐飲,0.8220952,659631
正好吃鹽酥雞 德祥店,餐飲,0.82563055,664579
正好雞排 (新北五股店,餐飲,0.8277139,690470
正好鮮肉小籠包,餐飲,0.450294,680031
正好鹹酥雞,餐飲,0.82537585,689421
正宗哈爾濱水餃 一點利,餐飲,0.8201517,668396
正宗拳頭飯,餐飲,0.81580865,682770
正宗老正興周老,餐飲,0.5700504,666954
正宗蘭州牛肉拉麵 (新竹關新店,餐飲,0.8170797,676752
正宗香 雞蛋仔&獨家甘草芭樂 中,餐飲,0.8276304,686568
正新橡膠工業股份有限公,一般購物,0.6626961,674155
正東山冰屋 美國油條 五十年老店,餐飲,0.82486236,652125
正益海產行,餐飲,0.702758,685003
正禾米傳承美食,餐飲,0.8250183,693020
此時花睡了,教育學費,0.53418475,684502
步步,數位影音串流,0.59014106,651779
武廟愛玉(赤崁商圈,交通汽修,0.8181026,669960
武廟肉圓,餐飲,0.81712025,699529
武林茶 (台北敦南店,餐飲,0.8213751,659997
武林茶 板橋亞東店,餐飲,0.8204645,668370
武記潤餅,百貨,0.6726475,664525
武鍋物 (北斗店,餐飲,0.8174706,666905
母雞抖日式炸物,餐飲,0.8190395,659657
每日有機有限公司,超商超市量販,0.7754922,664677
每日現熬藥膳 芋頭瘦肉暖心粥中式,餐飲,0.810889,683900
每朝漢堡早午餐,餐飲,0.8238354,679173
毒打,加油,0.81662637,673872
比比炸雞bibichi,餐飲,0.8204958,678088
比活力早餐坊,餐飲,0.82402015,654021
比湯姆國際股,運動/休閒娛樂,0.7645987,678608
比爾比夫碳烤熟成,餐飲,0.82474875,677064
比薩哲學pizza philos,餐飲,0.8236252,694795
比薩斜塔 pizza style,餐飲,0.82329524,668816
比薩王,餐飲,0.81358707,667040
比薩王子,餐飲,0.82257885,674101
毛商行,交通汽修,0.5723918,697516
毛天然手作寵食,其他,0.7911014,656251
毛妹 牛雜湯,餐飲,0.69822484,665367
毛孩宇宙,其他,0.8208558,677874
毛豆,外送平台,0.6461801,666193
毛青茶室 天母德,餐飲,0.82249224,653094
毛青茶室(天母德行店,餐飲,0.8224486,651602
民主進步黨高雄市黨部,生活繳費,0.34949806,656014
民和雕魚燒,交通汽修,0.3913663,681679
民治街尚好吃炒飯,餐飲,0.82487255,673336
民生飯,餐飲,0.8102337,695726
民興 脆皮雞蛋糕,餐飲,0.82144713,697510
水 意鱔魚鍋燒專賣店,餐飲,0.81981903,670326
水上米糕琪,餐飲,0.8094154,674364
水云黑糖剉冰,餐飲,0.8174227,673217
水原天麵食館 (高雄熱河店,餐飲,0.824136,672712
水巷茶坊shuixiang,餐飲,0.79620636,698311
水巷茶弄 (台北松江店,餐飲,0.8213671,662629
水巷茶弄 (台東中正店,餐飲,0.81787014,669324
水巷茶弄 (彰化民族店,餐飲,0.823695,653201
水巷茶弄 (高雄林園店,餐飲,0.82296175,666076
水巷茶弄 (高雄漢民店,餐飲,0.8222268,685230
水巷茶弄 (龜山萬壽店,餐飲,0.8229027,673618
水巷茶弄 嘉藥二仁店,餐飲,0.6874417,668080
水巷茶弄 新市中正店,餐飲,0.82000035,689544
水手雜貨舖(遠雄海洋公園,百貨,0.792151,681119
水果愛玉粉圓(羅東夜市)11,餐飲,0.8194367,662037
水果西西,醫療保健/美容,0.5919055,688579
水波亭專業冰品茶飲,餐飲,0.8110186,651148
水湳爌肉飯,餐飲,0.782935,686677
水源伯現煮手工粉,餐飲,0.8218028,663077
水煮堂低卡輕盈,餐飲,0.8166426,681587
水煮食代 (高雄富民店,餐飲,0.81773746,655495
水琥饌自助式石,餐飲,0.81603205,661197
水粉嬤便當,超商超市量販,0.60466796,689367
水舞饌茶餐廳,餐飲,0.8234173,653459
水餃霸王,餐飲,0.8120601,696200
永亨無骨炸雞 源遠店,餐飲,0.8212746,661938
永佰科技有限公司,生活繳費,0.3385576,656260
永利粥品,餐飲,0.7740818,660194
永和四海豆漿店 (台中寧夏店,餐飲,0.82143056,656687
永和豆漿大王 東寧店,餐飲,0.8239981,677318
永安包子店(永安市場91攤,超商超市量販,0.7994393,676590
永安茶業,餐飲,0.81215763,659698
永昇專業窗簾(湳雅夜市,餐飲,0.4262727,660750
永樂小吃部,餐飲,0.817171,660556
永樂街鵝肉攤,餐飲,0.8285732,655177
永樺健康素食,餐飲,0.78648037,671591
永沛生物科技有限,一般購物,0.66128165,660857
永漾數位,3C,0.7906394,655695
永煜企業社,交通汽修,0.6524797,670329
永福茶,餐飲,0.8162818,693441
永興珊瑚(建國觀光玉市,超商超市量販,0.29072496,694526
永藝綠靜手創工坊,其他,0.40653062,696213
永記牛排專門店,餐飲,0.82727355,682857
永貞新村 開封店,餐飲,0.74574935,694884
永貞新村斗南建國,餐飲,0.5649898,674084
永達車業,交通汽修,0.7998162,671016
永隆汽車修配所,加油,0.5582634,667580
永鴻臭豆腐,餐飲,0.8173224,691298
汎晟車業(aeon宏佳騰,交通汽修,0.78757,671239
汎藝音樂藝術工作室,交通汽修,0.6004751,665394
汏腸圈 總店,餐飲,0.81557095,695410
汐止觀光夜市47,加油,0.38206658,679562
汐止觀光夜市62,超商超市量販,0.6593523,651388
汐谷職人手作早,餐飲,0.82014054,692331
江南時代gangnam,百貨,0.77418315,656299
江太壽司(西湖市場,餐飲,0.81545585,689212
江川。手作,餐飲,0.82348406,680253
江欣怡市議員參選人政治,生活繳費,0.42350292,694561
江記烤鴨,餐飲,0.82035685,681929
江鳥咖啡 (嘉義民北店,餐飲,0.8268567,677187
江鳥烤魚 (大地商場店,餐飲,0.7399274,666555
池上家健康米食,餐飲,0.77940875,691121
池上家健康米食池上飯,餐飲,0.59174967,689960
汪樂寵物美容工坊,其他,0.7724974,652872
汪汪喵喵館,一般購物,0.8036612,677020
汪汪鹽水雞,餐飲,0.8227208,665948
汪魅棧 泰式料理,餐飲,0.68847096,652984
汰和科技,交通汽修,0.46060705,660465
汽機車電池,交通汽修,0.8246745,684222
沁?飲品烘爐地創,生活繳費,0.5426825,699002
沁一葉,餐飲,0.80805314,691020
沁園有限公司,一般購物,0.74679697,671589
沁林暖鑫烏龍麵,餐飲,0.6568885,689895
沄菲美學,一般購物,0.78770113,656207
沅屋玄羽滴雞精 大甲店,一般購物,0.41435272,659033
沈家東山鴨頭 仁武店,餐飲,0.83175766,692659
沈記濱江大腸麵線,餐飲,0.8151789,682265
沈錦祝麵館 (原東市場阿婆麵館,餐飲,0.81133646,683545
沐 炭燒 日式居酒屋,餐飲,0.47463512,655167
沐吉茶坊 mooji,餐飲,0.7355932,648986
沐恩精品咖啡屋,交通汽修,0.8018322,665820
沐暮沙拉,餐飲,0.8223822,662968
沐格有限公司,餐飲,0.25969,674083
沐植喵喵,餐飲,0.33328837,666923
沐萊商行,超商超市量販,0.6380752,664172
沐藝美學館,一般購物,0.75433725,683383
沐酪yuyu,餐飲,0.7377003,670905
沖茶商行,餐飲,0.7417872,679789
沙卡里巴 (台中梅亭店,餐飲,0.8263365,690446
沙拉達人 瑞光店,餐飲,0.5737927,699114
沙灘小酒館,餐飲,0.64188236,667705
沙灘小酒館企業社,餐飲,0.67175645,690285
沙蕾特沙拉輕食吧,餐飲,0.81334114,652062
沙鹿小熊木瓜牛,外送平台,0.7019709,673985
沛桐健康藥局,醫療保健/美容,0.80253315,685674
沛洛瑟珈琲 小南門店,餐飲,0.76901186,648308
沛麋股份有限,超商超市量販,0.47646707,692616
河馬商城企業社,數位影音串流,0.4046427,671897
沾糖甜甜圈,餐飲,0.8202309,658046
泉勝通訊,生活繳費,0.4146211,679482
泉哥包膜工坊,一般購物,0.7250316,683656
泉連車業行,加油,0.7740346,671045
泓佳電器行,百貨,0.3964499,650457
泓霖淨水企業社,交通汽修,0.43825838,693077
泓順有限公司,加油,0.68254155,649037
泔泊茶苑,飯店住宿,0.8700586,651112
法可夢,一般購物,0.3361567,656494
法國莫奈酒莊 北區旗艦店,一般購物,0.58290964,648359
法堡三民灣中店 fab,餐飲,0.82438403,683859
法堡左營勝利 faba,餐飲,0.82296515,694972
法緣舍利子佛教文,醫療保健/美容,0.3958836,671579
法萌國際有限公司,一般購物,0.79543036,686761
法蔓田園咖啡,餐飲,0.816582,655592
法藝造型沙龍,餐飲,0.36747345,674978
法蘭騎士farron,餐飲,0.7743403,678690
法雅客e,餐飲,0.5675545,684209
泛美國際開發事業有限公,一般購物,0.7864726,656395
泡小姐天然手作,其他,0.5804061,667099
泡泡小吃店,餐飲,0.8202542,656436
波光,加油,0.49600726,671789
波光49攤香記無,旅遊,0.530515,671097
波利商行,餐飲,0.76475596,676760
波利國際有限,超商超市量販,0.38125035,651942
波波小姐 mis,一般購物,0.5442481,680783
波波耐吃 韓式炸雞,餐飲,0.81203187,662207
波波食堂 (花蓮中山店,餐飲,0.8144669,650236
波波麗早午餐,餐飲,0.8276431,671799
泥在 ni zai,一般購物,0.50885886,671051
泰 thai sui,百貨,0.34405613,655514
泰之初brunch,餐飲,0.2920779,675441
泰初 (泰式便當專賣,餐飲,0.8095235,663439
泰北料理,百貨,0.46161994,685300
泰味館,餐飲,0.8135164,669163
泰和店舖,網購,0.7231456,671307
泰哥tiger泰式手沖奶茶,餐飲,0.44478908,667007
泰嗨 健康餐盒 八德店 thai,餐飲,0.8224035,678271
泰嗨 健康餐盒 新竹店 thai,餐飲,0.810712,652358
泰國。遇泰式奶茶專賣店,餐飲,0.62959254,680614
泰國料理店,餐飲,0.7626921,654378
泰國遇泰式奶茶專賣店,餐飲,0.7147869,694960
泰坦股份有限公司,交通汽修,0.4722592,686375
泰好吃南洋料理,外送平台,0.8052331,682262
泰好味平價泰式,餐飲,0.7197605,658227
泰妍優選,網購,0.46792433,688319
泰姆x泰式拌飯,餐飲,0.50363886,659110
泰姬泰式奶茶,餐飲,0.8185525,666135
泰宋 泰式奶茶,餐飲,0.79922444,654331
泰富,加油,0.46316126,667387
泰富珠寶有限公司,百貨,0.55094147,656380
泰將軍,加油,0.75274783,660907
泰山公有市場19,超商超市量販,0.7665816,690563
泰山市場-77,超商超市量販,0.60100245,698609
泰山甕缸雞,餐飲,0.8273268,665487
泰巟milk,餐飲,0.65494627,684529
泰度咖哩 / 河粉 thai d,餐飲,0.6804138,663976
泰昇泰式料理,餐飲,0.5419513,694696
泰楊泰式料理,百貨,0.5353596,689488
泰殿健康美容養生,運動/休閒娛樂,0.73718756,686228
泰泰徠了(西門店,餐飲,0.72213686,658225
泰泰我要 小 店,餐飲,0.7418458,688536
泰泰風ec,餐飲,0.7900195,694433
泰王 (新北土城店,餐飲,0.52383846,693839
泰神奇佛教文物,其他,0.4783753,684605
泰美麗商行,其他,0.75443226,665303
泰肚男子 中正懷寧店,餐飲,0.75124633,651236
泰肚男子 八德義勇店,餐飲,0.6424952,698114
泰肚男子 大雅中清店,餐飲,0.8088088,695052
泰讚了thailiketea,餐飲,0.6424645,656788
泰讚了花蓮店,餐飲,0.7155517,691261
泰豐北 鴨肉飯,餐飲,0.735267,699704
泰迪農園咖哩 (台北一江店,運動/休閒娛樂,0.5978556,654572
泰雞霸,餐飲,0.81573266,671100
泰霖青草茶酸梅湯店,餐飲,0.79424554,652174
泰鴻二輪車業,加油,0.72692597,685413
泰龍泰式料理 (中和莒光店,餐飲,0.7726763,695660
泳富廚具行,其他,0.53456295,689819
泳昇汽車,交通汽修,0.79645103,688636
泳欣事業有限公司,百貨,0.513285,695102
洄味特級牛肉麵,餐飲,0.81812984,657220
洄溯,加油,0.79009926,679533
洄藝工作室,餐飲,0.26638067,692661
洋城義大利餐廳 (中壢大潤發店,超商超市量販,0.7415691,662763
洋城義大利餐廳 (台南安平店,餐飲,0.82947946,696057
洋城義大利餐廳 (愛買新竹店,餐飲,0.7486134,668073
洋城義大利餐廳 (新莊中正店,餐飲,0.81998235,667954
洋承國際,一般購物,0.7566955,663774
洋石岩燒牛排 忠孝店,餐飲,0.6481259,677941
洋蔥田漢堡(三重慈愛店,餐飲,0.81819886,693769
洗思特麻豆店,一般購物,0.7661643,682369
洗衣殿,一般購物,0.43272492,697938
洗衣美學,一般購物,0.6185605,672584
津之家 丼飯烏龍麵專賣,餐飲,0.81237173,679847
津哆蝦 嚴選活蝦料理,餐飲,0.8167973,698709
津岳興業有限,餐飲,0.78932244,676607
津心國際行銷有限,一般購物,0.675977,677376
津沙美好民宿,飯店住宿,0.7477003,694302
津程輪胎五金行,交通汽修,0.80064917,686087
津菁炒飯 板橋金門店,餐飲,0.79427934,678080
津鍋 新竹建功店,餐飲,0.8122951,681870
津馬食堂,餐飲,0.81646717,650555
洪元讚燒肉便當店 平鎮店,餐飲,0.8086306,698024
洪媽媽小吃店(雙連市場,餐飲,0.75487125,661873
洪家肉? (創始店,餐飲,0.8209024,674252
洪家胡椒餅,餐飲,0.81931055,694043
洪家莊麵館,餐飲,0.81891954,649429
洪澄黃綠,餐飲,0.5626581,670098
洪牌咖啡所,餐飲,0.82518005,661100
洪皇帝有限公司,一般購物,0.32599044,699443
洪記涼麵 (台北士林店,餐飲,0.80800295,660814
洪醬鐵板炒飯炸物專門店,外送平台,0.80273104,649282
活力美而美早午餐 蘆洲國小店,餐飲,0.81651103,695209
活力飯糰(師大總店,餐飲,0.8202138,662951
活粒適 natu,醫療保健/美容,0.47447813,680066
洽洽好牡蠣煎,餐飲,0.7192774,652993
洽興文具行,教育學費,0.7724296,666401
洽興玩具店,教育學費,0.4081583,661828
派克脆皮雞排 (高雄華榮店,餐飲,0.8195311,672094
派克雞排 (台中漢口店,餐飲,0.8186307,666196
派派工作室,教育學費,0.76413345,654041
派瑞司手工窯烤披薩,餐飲,0.7792495,670466
派緹煙囪捲 內壢分店,一般購物,0.69620353,686413
派蒂轉角petite corne,餐飲,0.8104821,695901
流行小站,一般購物,0.77473605,694493
浚力整合行銷有限公司,超商超市量販,0.50641865,656668
浦和坤商行,其他,0.81184214,698339
浩克健身早餐宵夜 (基隆新豐店,餐飲,0.80588686,698500
浪人焢肉販 (新竹香山店,餐飲,0.82143134,679317
浪花古早味紅茶 傳統豆花 章魚燒,餐飲,0.828031,654100
浪途,其他,0.7104286,656744
浮生素食,餐飲,0.49404463,660381
浮誇咖啡股份有限公司,餐飲,0.7977927,690261
海 司 忠孝店,餐飲,0.81893873,650924
海之味食堂,餐飲,0.8263367,668166
海之戀旅店,飯店住宿,0.83853024,656038
海倫的店,餐飲,0.48837304,651257
海夢 x m 超人 信義店,餐飲,0.5960395,681901
海底鮮餐廳,餐飲,0.73323333,663263
海找冰,餐飲,0.8202736,692649
海明園海產店 22年老店,餐飲,0.812407,661781
海柔茶舍。簡餐hello,餐飲,0.81899077,653625
海洋極光,其他,0.8024486,682750
海派熱炒,餐飲,0.8099451,690685
海派鹽酥,餐飲,0.8181393,662977
海濤客(世貿快閃,餐飲,0.5323077,671027
海王子甜不辣,餐飲,0.8242593,696769
海石三早餐店,餐飲,0.81912637,682703
海膽家的小東西,其他,0.61828697,691080
海苔燒肉飯捲,餐飲,0.82214236,663160
海苔甜玉米,餐飲,0.6214284,667012
海莉的秘密魔法,一般購物,0.35750732,658330
海角三館,飯店住宿,0.55122405,649072
海記醬油雞飯 中友店,餐飲,0.8214417,694967
海賊王原木碳烤,外送平台,0.5828,693930
海龍粥 桃園寶山店,餐飲,0.803542,675925
消夜看這邊 關東,餐飲,0.81943446,673023
涉谷街頭,生活繳費,0.34814832,656443
涮乃葉 中和台科廣場店,餐飲,0.82625914,673897
涮八秒湯咖哩 中壢長沙店,餐飲,0.81725043,667784
涵天購就是愛買,超商超市量販,0.74466395,656041
涵宇服飾,一般購物,0.7588587,681593
涵蒔巧藝工作室,一般購物,0.70455533,654225
涼水庫紅茶冰 新莊民本店,餐飲,0.8184298,666061
淇,加油,0.69942933,675444
淇飛spa美學館,百貨,0.63048244,650029
淚牛滿麵 牛肉麵 文山店 x j,餐飲,0.8150145,666011
淡水國中老牌油,交通汽修,0.57881033,689729
淨園水設備有,生活繳費,0.68022484,674197
淨琉璃墜飾防水包殼,加油,0.82340485,696160
淬 (鳳山五甲店) 烤茶專賣,餐飲,0.8021399,671324
"深坑發財車,臭哥花媽",餐飲,0.8132863,686651
深夜拾牛 midnight sa,餐飲,0.8205283,651314
深夜火鍋泡麵食堂 (三民澄和店,餐飲,0.83357203,681974
深夜食堂 鍋燒館,餐飲,0.823832,671442
深夜食肆 台北萬大店,餐飲,0.8210968,678186
深夜食肆 淡水坪頂店,餐飲,0.8166254,699459
深海深美食 彰化溪湖店,餐飲,0.8142344,677605
深海深美食 興進店,餐飲,0.8245208,693763
深海鮮魚湯肉燥飯,餐飲,0.6908889,674767
深白曙光工房,一般購物,0.7363825,671200
深耕豆花 shengeng,餐飲,0.73594874,676275
淳手上圓仔湯 (民族店,餐飲,0.81309843,673052
淳然堂養生食品,餐飲,0.7505628,694418
混蛋吐司,外送平台,0.67680836,664873
淺野薰,餐飲,0.60560167,666136
添好運中壢大江店 線上,餐飲,0.78649163,699119
添好運台中勤美店 線上,百貨,0.5261772,691999
添好運高雄巨蛋店 線上,外送平台,0.65563655,686833
添福麵館 佳里店,餐飲,0.81156284,666230
添飯woo,餐飲,0.6276565,665699
淼開心炸蔥抓餅,餐飲,0.8134056,678828
清原芋圓 (中興新村店,餐飲,0.8176134,697668
清原芋圓 (台北市府店,餐飲,0.8170887,661637
清原芋圓 (台南佳里店,餐飲,0.8222323,675270
清原芋圓 (太平樹孝店,餐飲,0.8199255,695043
清原芋圓 (彰化中州店,餐飲,0.75440997,654088
清原芋圓 (新竹北大店,餐飲,0.82156175,661049
清原芋圓 (新竹新豐店,餐飲,0.81913805,694814
清原芋圓 (桃園大竹店,餐飲,0.8191552,665332
清原芋圓 (桃園忠孝西店,餐飲,0.82183135,689197
清原芋圓 (雲林虎尾店,餐飲,0.82188624,672223
清原芋圓 南寮店,餐飲,0.81202567,685173
清原芋圓 台南歸仁店,餐飲,0.8155974,675718
清原芋圓 嘉義民雄店,餐飲,0.82421815,672755
清原芋圓 永和福和店,餐飲,0.82459414,666132
清原芋圓 漢口店,餐飲,0.8236655,673202
清原芋圓 竹北中正店,餐飲,0.82375187,677027
清原芋圓 竹南光復店,餐飲,0.8213398,678156
清原芋圓(竹科光復店,餐飲,0.8318828,686083
清大商圈 艾蛋雞蛋糕,餐飲,0.6616698,694938
清大賽車工廠無人賽車募,加油,0.5541135,656401
清安飲食店,交通汽修,0.5293249,653999
清拉麵 叉燒飯 職人料理,餐飲,0.6520841,669237
清水三代燒炸粿,餐飲,0.6753952,658937
清水亭  炒麵麵,餐飲,0.80861187,691750
清玉(新店安康店,餐飲,0.8204011,663666
清真 halal 泰式廚房,餐飲,0.83323824,650198
清豐美食館,餐飲,0.73453057,653622
清香企業社,餐飲,0.5835052,655355
渝室,餐飲,0.82728416,669714
渡島咖哩,餐飲,0.66671675,696060
渥達尼斯磨坊,餐飲,0.81963664,656389
港仔大佬,餐飲,0.8300105,685523
港口美食(大慶夜市,交通汽修,0.31667057,677038
港口豆花,餐飲,0.82028705,666903
港味粥飯麵食堂,餐飲,0.82592577,695440
港島冰室,餐飲,0.8142623,670412
港聚,餐飲,0.82887065,695512
港記廣東粥鍋燒麵 (澎湖馬公店,餐飲,0.83253384,663749
港記鍋燒麵廣東,餐飲,0.82726157,679388
港點大師 (土城日月光店,餐飲,0.80496144,697300
港點大師 (蘆竹中正店,餐飲,0.8331881,670137
渴以茶 (豐原南陽店,餐飲,0.8120384,669827
游李家 天然酵母披薩專賣 左營店,餐飲,0.81882936,696345
游游農產有限,交通汽修,0.52804065,673140
游雞涼菜王,餐飲,0.8164594,682626
湄南河泰式養生館,餐飲,0.31275442,686230
湘傳豆花,餐飲,0.8232541,660739
湘味滷味小菜,餐飲,0.8062777,663097
湘湉冰品屋,餐飲,0.81055415,666143
湘滋緹高雄裕誠店,餐飲,0.79370886,680056
湘脆雞美式炸雞鹹酥雞,餐飲,0.8111476,651818
湘記手工水餃,餐飲,0.8168566,682992
湯圓妹現烤甜甜圈 (新北新莊店,餐飲,0.82297856,679097
湯圓妹現烤甜甜圈 新莊店,餐飲,0.81958234,691040
湯姆大貓,其他,0.53496295,671533
湯明宇,網購,0.6299684,694331
湯花作,超商超市量販,0.34523433,678687
湯記口味肉鬆老店,餐飲,0.58985746,676884
湯記羊肉料理,餐飲,0.81360656,658658
源友男飾,加油,0.24751356,656523
源喫茶日月潭紅茶 右昌店,餐飲,0.82526493,672401
源士林粥品 頭份中華店,餐飲,0.79804665,673327
源寶行,其他,0.78061146,656466
源昌倩雅髮品,一般購物,0.75607884,649811
源晉香雞排,餐飲,0.821484,679518
源海南雞飯(內湖文德店,餐飲,0.82873166,669724
源聚烤鴨,餐飲,0.8138845,664199
源記石頭火鍋,餐飲,0.82270783,684294
源鑫 鍋燒意麵 焢肉飯,餐飲,0.8220985,658766
溜溜公園slippark,餐飲,0.5097056,696626
溜溜狗寵物生活館,其他,0.78910625,656849
溢鑫租車,交通汽修,0.8181159,656556
溪(施)湖炒羊肉,餐飲,0.8135204,669382
溪洲公有傳統市場 統青蔬果,餐飲,0.64123094,684545
溪頭老爺山莊,旅遊,0.6377922,656119
溫家炸雞東門店,餐飲,0.6213653,674061
溫心經絡調理x牛,餐飲,0.77537584,686358
溫暖小廚,餐飲,0.80085874,651361
溫暖摩洛哥精緻旅店-ec,飯店住宿,0.2547673,671171
溫暖食光早午餐,餐飲,0.8236538,653660
溫溫小口袋,一般購物,0.6648722,680268
溫蒂的花,一般購物,0.5496883,674909
溫飽一粥,餐飲,0.6244202,660950
溱是 real,超商超市量販,0.308963,671600
滋奶谷 子燒專賣店,餐飲,0.8213272,691807
滋養軒 台南鳳梨酥老店,餐飲,0.8244083,689258
滑機機電信 五甲,生活繳費,0.73869437,694280
滷夫滷味麻辣燙,餐飲,0.8197087,698158
滷小小滷味,餐飲,0.83182925,659065
滷湯屋,餐飲,0.82580215,654632
滷滋味 蔬食滷味,餐飲,0.82266676,677036
滷滷米 士林中正店,餐飲,0.82392764,678811
滷爆豆乾 大溪老街滷味,餐飲,0.8235297,656457
滷肉飯店 l obah rest,餐飲,0.8207368,653782
滷部亭滷味,餐飲,0.82141596,660853
滷霸,餐飲,0.8181035,686499
滷霸 淡水店,餐飲,0.82013416,677674
滷霸滷味 (新北淡水店,餐飲,0.82193553,683231
滷願以嚐,餐飲,0.82611704,681803
滼淅甄寶,百貨,0.26447973,671180
滿客樓幸福小館,旅遊,0.58179617,697239
滿川香麻辣燙超市(龍江店,餐飲,0.80714625,675309
滿意法國麵包,餐飲,0.8033614,695885
滿溢╴桃園國鼎店,餐飲,0.70340115,651796
滿溢本舖 三重正義店,餐飲,0.7860684,698409
滿溢本舖 高雄巨蛋店,餐飲,0.81872237,676735
滿溢本舖桃園國鼎,餐飲,0.8010852,692111
滿滿 仙草奶凍,餐飲,0.8251095,691842
滿滿手作毛孩小物,其他,0.8314074,677400
滿滿赤肉羹,餐飲,0.818285,696070
滿滿食堂/滿初來豆花專賣店,餐飲,0.78356355,673772
滿福 食堂,餐飲,0.7879921,688542
滿福堂手作麵線?老饕肉圓,餐飲,0.81553996,650428
滿越緣泰式料理,餐飲,0.79425734,665516
滿足 麻奶鍋,餐飲,0.81485057,661825
滿足屋日本料理,餐飲,0.8024502,673262
漁市大眾食堂,餐飲,0.8304695,664442
漁拓釣具-台北忠孝店,一般購物,0.5742417,655153
漂亮寶貝寵物美容坊,一般購物,0.5845444,694289
漂泊工站,其他,0.5581025,679988
漂鳥資訊工坊,其他,0.65123385,671043
漆面校正,交通汽修,0.46092904,650789
漓雪實況,數位影音串流,0.7428614,671079
漢來美食桃園分公司,百貨,0.78565073,684658
漢堡大師 (香山海埔店,餐飲,0.82636034,650288
漢堡山脈,餐飲,0.69043374,661260
漢堡邦 台南大橋店,餐飲,0.8198132,695708
漢娜手作,超商超市量販,0.35567757,664705
漢娜美學,醫療保健/美容,0.7360167,696712
漢林鐵板燒(健行店,餐飲,0.8157055,662816
漢民企業社,加油,0.6317789,674847
漢王腿庫飯,餐飲,0.8330868,691776
漢艸果方,餐飲,0.64225143,667585
漢記上海生煎包(中原夜市,餐飲,0.8201697,660637
漫川香牛肉麵川,餐飲,0.81599563,696001
漫漫花時間(苓雅英明店,餐飲,0.8253178,658740
漫熬莫爾,餐飲,0.6493393,687768
漫花時,超商超市量販,0.35926768,656503
漾品屋民宿,飯店住宿,0.7051081,665411
潔?香,網購,0.795292,671422
潔之肌專業美容館,醫療保健/美容,0.47554338,671008
潔克洗包.洗鞋.洗衣,一般購物,0.7118601,671154
潔飛股份有限,生活繳費,0.3932414,694489
潘媽媽家廚,餐飲,0.6877643,699015
潘怡利,其他,0.47592336,694905
潘朵拉生活小舖,醫療保健/美容,0.75772977,657611
潘炳愈(個人,餐飲,0.7332456,685292
潘特美學,超商超市量販,0.5234801,656188
潘許先生商號,保險,0.37102842,686693
潛嚐,教育學費,0.35922435,669061
潛水艇越南法國麵,餐飲,0.8185866,682013
潮 團長,餐飲,0.5725259,680071
潮。炒泡麵 x 雲饕廚房 台北市,餐飲,0.8183092,657374
潮味決 (平鎮文化分社,餐飲,0.81768584,678812
潮味決.湯滷專門店大里成功分社,餐飲,0.81906694,676028
潮味決.湯滷專門店草屯中正分社,餐飲,0.8200179,686434
潮味決.麻辣燙燒滷味 平鎮中庸店,餐飲,0.8180257,687939
潮味決內湖江南分社,餐飲,0.82417715,686404
潮客時尚茶飲,餐飲,0.8303668,692006
潮州圓環刈包,餐飲,0.8127996,681023
潮州牛肉麵 (台中美村店,餐飲,0.8196086,695652
潮州牛肉麵 美村店,餐飲,0.82016677,682931
潮港城海鮮樓,餐飲,0.7662282,671091
潮麻吉 (苗栗後龍中北店,餐飲,0.82572925,658772
潮麻吉舊城東門店,餐飲,0.8162669,674110
潼漾國際文創有,一般購物,0.6396251,695376
澄市c,教育學費,0.80393887,662334
澄果水果行 (楠梓惠民店,超商超市量販,0.7983129,680696
澄果舒活,醫療保健/美容,0.77773046,649792
